title,stars,text
"A weird, weird movie.",3,"It's just a weird, weird movie. It's funny, but in an uncomfortable way. I knew kids like this in high school. Maybe I was one of these kids in high school. *shudders*"
Awkwardness overload (in a fun way!),4,"What a great movie!It's a classic that everyone should have. It's weird and really awkward, but that is the fun part about Napoleon Dynamite.It's not the typically bullied guy, It's Napoleon (and that's the only way I can describe him!)It is not necessary to have in blu ray, quality is the same as a DVD (in this movie), but for the price difference i think you should get de blu ray (as i did).Great gift for movie lovers!"
My new favorite movie!!,5,My new favorite movie!  Love the humor in this movie and see why it has become a cult favorite. so funny!
Wonderfully Funny.,5,"Great movie and an icon in its time.  Not for everyone, but I love it. This is a must see!!"
DVD with wrong country code will not play,1,"the movie is great, but this DVD is terrible because it was made for a different country code and will not play on a US DVD player--and that was not disclosed on the ad anywhere I could find."
A Favorite,5,This movie cracks me up everytime I watch it. It is a favorite to keep on the DVD rack. Watch at least once.
Vote for Pedro!,5,"It makes me laugh every time I watch it...  Lighthearted, no sex, no violence and doesn't need it.  Yes it is silly and stupid but that's on purpose.............Gosh!!!!"
What the hell was that!!!,1,What the hell was that!!!Watched a total of 10 min.....Don't spend 1 minute on this thing. Not worth it.
Best Movie Ever,5,This movie is the best movie I have ever seen! It's so hilarious! Just watch it ok? You will love it!
"Great cult following movie, a must own for fans",5,Who can't love this movie?  Its just beyond silly and the actual timeline just makes you wonder.  They seem to have internet access yet dress like they're in the 70's.  They have music from the early 90's.  Its just the kind of movie you can watch over and over.  The extra features were kinda nice.  Outtakes from certain scenes were interesting.
Nice,5,"A great movie you can watch with your kids! It is very clean. Well, Uncle is a little creepy but by today's standards it is clean."
Vote for Pedro,5,One of the best movies ever! Love it beyond funny great jokes seriously a great movie if you get the jokes!
Too much fun!!!,5,We love Napoleon Dynamite!!!!!  We have watched it several times since we got it. So silly it's funny.  Gotta have it!
movie,5,I gave this a high rating cause I love this moving! I would recommend this movie to every one that loves a good laugh!!
Different!,5,"This movie is so stupid that it goes back into the funny zone again. It's a different kind of movie and some will probably not like it. Unlike many movies these days, the whole family can watch this one. With a budget of around $400,000 it managed to make $40,000,000. They did something right."
funny,5,"We rented this movie to watch with our teenage girls. They enjoyed it very much, and we did too. It was family friendly which is a big plus. It was just a fun movie."
Awesome Movie,5,"Such a great movie - awkward, funny, touching - completely appropriate for the whole family.We've watched it several times."
It's Napolean Dynamite,2,"Maybe it's just me, but $4 seems like a bit much for a 24-hour rental. I expected it to be cheaper, especially as a Prime member."
GOSH!!!,5,"What can I say about the great Napoleon Dynamite? First off, you either love it or don't get it. If it is your first time watching it, I suggest watching it with people who love it, makes the film much more enjoyable. As for me, its sitting on my shelf next to airplane, white chicks, and other great comedy."
Great Movie,5,"Had seen this movie long ago and forgot how funny, and interesting it was. I was particularly interested in the town it was filmed in and watching the movie gave me a nice view of the location. Well worth viewing more than once.As far as streaming on Amazon. I was a bit dissappointed when I could not stream from my Ipad to my TV. So had to watch on my computer."
Rip off,1,The DVD didn't work. We used it in three different DVD players and an xbox and a ps3 and nothing extremely disappointed and feel ripped off. Won't be using Amazin again
Great movie,5,"Great for families, my 10 and 13 year old love it! Awesome one liners. A must watch comedy, very funny."
So Sweet,5,"Love this touching, funny (in a soft way), quirky movie.  I could watch the dance scene over and over again!"
Eat your Food Tina!!,5,This movie made me laugh so hard I nearly choked on my tots...seriously though it is one of the best movies ever ;)
Could be a classic,4,"If you like movies about kids in high school going through what kids in high school go through, but with a somewhat off beat twist to it, you just might like this movie.  It's not one of my favorites, but on the other hand, it was worth watching."
Very funny,5,"Had never seen it, it is laugh out loud funny. If you have not watched yet do yourself a favor and rent it."
Must see,5,"I imagine this is a cult movie, like rocky horror show. Very very entertaining. Watch it with some friends. Share it a lot. the world needs more laughs"
P--- Poor,1,"about 120 minutes i'll never get back, Oh more words required, Should have got drunk or done laundry or something else."
great silly humor,5,One great Movie For A Stressful Day. Does not Require Much Thinking So It Has Become One Of My Favorites.
Fun,4,Appreciate this film more after watching it with my 7yr old son. He loved it! His laugh made me enjoy it!
"So Ridiculous, and so true to life.",5,"The strong point of this movie is the intelligent portrayal of the absurd.  I kept finding myself saying, ""I know that guy!"""
Vote for Pedro!,5,Great movie! I would watch it over and over! I would recommend it to all of my friends and family!
Great,5,Came in original packaging brand new just like advertised.  Great movie and really cheap too.  I owuld recommend to friends.
must have,5,since the first time I watched this movie I have loved it. Watched it so many times and I can still watch it againand always laugh. Hands down a classic and definitely a must have for your collection.
"Orson Welles, Eat Your Heart Out",5,"Napoleon Dynamite is the Citizen Kane of nerd coming of age flicks. ""Yesssss."" is the new Rosebud. In 20 years, it will be recognized as the greatest Idaho film ever made."
Terrific!!!!,5,"Refreshingly unique and enjoyable!!!!!!Good acting. Enjoyable story line. Fun. Funny. Poignant. Re watchable. Non-traditional family with traditional dynamics, presented artfully. Laughed our asses off. Have watched several times. We're voting for Pedro ."
Classic,5,Yes. Very cool. Its a favorite in our home. Clasically funny and a great way to enjoy a boring afternoon.
So weird its funny--a cult classic,4,"This was a low budget movie I heard about but never wanted to see. My kids wanted to see and and I laughed so hard at just how odd it was that I watched a few more times. Offbeat, and fun"
Movie,5,I see it on TV and just had to own it on blu ray great movie funny to great blu ray transfer
Family favorite,4,Bought this DVD to replace the first one we bought because this is a family favorite movie. Arrived quickly and in perfect condition.
Too funny,4,"This movie kills me.Even at 40+ I find myself (and my kids, much younger) quoting lines.It's a classic."
funny,5,"this movie is great and always makes me smile. The extra features on the disk are funny.  Try watching this movie on a ""bad day""."
Funny!,5,This is a family favorite. Its Lighthearted humor. If you were a teen in the 80's this movie is for you!
Love this movie!,5,"The humor is off the wall, but it is very funny.  I recommend everyone give it a shot.  Two more words."
This is an amazing movie,5,I had to buy it on video. It never gets old. I'm really confused by all of the one star ratings. I cant believe there are people that dont get it.
Quirky,5,"You just want to keep watching ... Funny at times ... Definitely must try to watch it.  If you see it all the way through, keep watching through the credits!"
Five Stars,5,Funny movie.
Really?,1,Was the last of my friends to see this movie and I will have to ask what they liked about it.
Wish I Could Get My Time Back,1,Unbelievable.  First I want to know who read this script and thought it should be a movie.  Second I want to know why I wasted the time to watch it (though I didn't make it to the end).  There is nothing redeeming about this movie.  Nothing.
Freaking Sweet!,5,"Great movie. Looks even better in blu ray. Takes a few watches to fully appreciate, but it never gets old.Get your own tots!"
Not my generation,3,This movie was recommended by my 30-something children as being hilarious.  Being a 70-something parent I think we hit the ol' generation gap.  I guess it comes down to what you like.
dvd,5,I Got this for my teenage daughter. She loved it! So' this went over well! It got here on time and was in good condition too
Classic,4,This movie will be a classic right there with some of the other high school greats from the 80's!  Too funny.
Wonderfully funny,5,You either love it or hate it!!  I enjoy very dry humor/silly movies.  I laughed the whole time. Very funny
Humerous,4,Bought this for my dad for fathers day. He thinks its so funny and that's funnier than the movie itself. Great one liners. Everyone can relate to at least one part.
true classic,5,Our family loves this movie.  A definite must for the family DVD library!  It's one of those movies you can watch over and over and never tire of!
Let your GEEK SIDE SHINE...,5,"DVD was received as described, all items included.  I forgot this Special Edition included the Lunch Box or a scaled down version of a lunch box, a metal box just the same...  If you love this movie then you will love this Special Edition Bonus Package.  Excellent transaction, would do business again."
Good movie,5,"Maybe not for everyone's humor, but every time I watch it there is something new I catch. My kids, who grew up during this era, love the throw back items and ideas."
"If you haven't seen it, you should",4,"I bought this a long time ago so sorry for the late rating.  If you haven't seen this flick, you should give it a whirl.  It's pretty funny.  I don't think it's one that anyone would watch over and over, every day but it is worth having in your library."
